coming_soon,street_address_1,street_address_2,city,state,station_name,zip,longitude,latitude,num_chargers,availability,power_kW,amenities,link
False,Bar K4565  McRee Avenue,,St. Louis,MO,"Saint Louis, MO Supercharger",63110,-90.260885,38.620011,12,available 24/7,250,"restaurants,beverage,restrooms",http://tesla.com/findus/location/supercharger/saintlouismosupercharger
False,Macadoodles Fine Wine & Spirits3050 N. Kentwood Ave.,,Springfield,MO,"Springfield, MO Supercharger",65803-4414,-93.265534,37.251836,8,available 24/7,150,"wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/springfieldmosupercharger
False,Hy-Vee201 North Belt Highway,,St. Joseph,MO,"St Joseph, MO Supercharger",64506,-94.801966,39.76863,8,available 24/7,150,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/stjosephmosupercharger
False,Bogey Hills Plaza2021 Zumbehl Road,,St. Charles,MO,St. Charles Supercharger,63303-2723,-90.5329,38.78216,5,available 24/7,150,"wifi,restrooms",http://tesla.com/findus/location/supercharger/stcharlesmosupercharger
False,Streets of St. Charles1650 Beale Street,,St. Charles,MO,"St. Charles, MO - Beale Street Supercharger",63303,-90.493732,38.764651,12,available 24/7,72,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/stcharlessupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/stlouischesterfield
False,Big Sky Town Center25 Town Center Avenue,,Big Sky,MT,"Big Sky, MT Supercharger",59716,-111.306047,45.260742,8,available 24/7,150,"restaurants,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/bigskymtsupercharger
False,The Fort228 Big Timber Loop Road,,Big Timber,MT,"Big Timber, MT Supercharger",59011-7882,-109.94341,45.83626,4,available 24/7,150,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/bigtimbersupercharger
False,Billings Big Horn Resort1801  Majestic Ln,,Billings,MT,"Billings, MT Supercharger",59102-6728,-108.604932,45.734046,4,available 24/7,150,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/billingssupercharger
False,Hilton Garden Inn Bozeman 2023 Commerce Way,,Bozeman,MT,"Bozeman, MT Supercharger",59715-7500,-111.06329,45.70007,4,available 24/7,150,"restaurants,wifi,lodging,beverage,restrooms",http://tesla.com/findus/location/supercharger/bozemansupercharger
False,Best Western Plus Butte Plaza Inn2900 Harrison Ave.,,Butte,MT,Butte Supercharger,59701-3663,-112.507161,45.981226,6,available 24/7,150,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/buttesupercharger
False,Holiday Inn Express1919 North Merrill Avenue,,Glendive,MT,"Glendive, MT Supercharger",59330,-104.694466,47.127037,8,available 24/7,250,"restaurants,lodging,restrooms",http://tesla.com/findus/location/supercharger/glendivemtsupercharger
False,Great Falls Hampton Inn2301 14th St SW,,Great Falls,MT,"Great Falls, MT Supercharger",59404,-111.337856,47.482637,8,available 24/7,250,"restaurants,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/greatfallssupercharger
False,Super1 Foods3120 Queen Anne Street,,Helena,MT,"Helena, MT Supercharger",59602,-112.007589,46.618175,8,available 24/7,250,"shopping,restrooms",http://tesla.com/findus/location/supercharger/helenasupercharger
False,Jan's Cafe108 Bailey Street,,Lima,MT,"Lima, MT Supercharger",59739,-112.591718,44.632492,8,available 24/7,150,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/limamtsupercharger
False,Cenex1815 South Haynes Avenue,,Miles City,MT,"Miles City, MT Supercharger",59301,-105.82276,46.390473,8,available 24/7,250,restrooms,http://tesla.com/findus/location/supercharger/milescitymtsupercharger
False,Best Western Plus Grant Creek Inn5280 Grant Creek Rd.,,Missoula,MT,Missoula Supercharger,59808-1492,-114.031924,46.914375,6,available 24/7,150,"restaurants,wifi,lodging,beverage,restrooms",http://tesla.com/findus/location/supercharger/missoulasupercharger
True,,,Missoula,MT,,,,,,,,,http://tesla.com/findus/location/supercharger/MissoulaMTQ322
False,S&S Foods205 4th Ave. East,,Superior,MT,"Superior, MT Supercharger",59872,-114.888901,47.192149,4,available 24/7,150,"restaurants,wifi,lodging,beverage,restrooms",http://tesla.com/findus/location/supercharger/superiormtsupercharger
False,Grizzly & Wolf Discovery Center201 S Canyon St.,,West Yellowstone,MT,West Yellowstone Supercharger,59758,-111.099022,44.656089,8,available 24/7,150,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/westyellowstonesupercharger
False,Nebraska Barn and Grill318 Platte River Road,,Gothenburg,NE,Gothenburg Supercharger,69138-2610,-100.170592,40.917396,8,available 24/7,150,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/gothenburgsupercharger
False,Bosselman Travel Center3335 West Wood River Road,,Grand Island,NE,Grand Island Supercharger,68803-9117,-98.379822,40.829973,8,available 24/7,150,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/grandislandsupercharger
False,Runza815  2nd Avenue East,,Kearney,NE,"Kearney, NE Supercharger",68847,-99.083406,40.681935,8,available 24/7,250,"restaurants,beverage,restrooms",http://tesla.com/findus/location/supercharger/KearneyNESupercharger
True,,,Lincoln,NE,,,,,,,,,http://tesla.com/findus/location/supercharger/LincolnNESupercharger22
False,Lincoln #3 Hy-Vee 5020 N 27th Street,,Lincoln,NE,"Lincoln, NE Supercharger",68521-1196,-96.679878,40.860814,8,available 24/7,150,"restaurants,wifi,shopping,lodging",http://tesla.com/findus/location/supercharger/lincolnnesupercharger
False,Runza202  East Leota Street,,North Platte,NE,"North Platte, NE Supercharger",69101,-100.762719,41.120697,8,available 24/7,250,"restaurants,beverage,restrooms",http://tesla.com/findus/location/supercharger/NorthPlatteNESupercharger
False,Lonesome Dove Lodge and Cabins501 Stagecoach Trail,,Ogallala,NE,Ogallala Supercharger,69153-3118,-101.709415,41.116493,8,available 24/7,150,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/ogallalasupercharger
True,,,Omaha,NE,,,,,,,,,http://tesla.com/findus/location/supercharger/OmahaNESupercharger
True,,,Orland Park,IL,,,,,,,,,http://tesla.com/findus/location/supercharger/OrlandParkILSupercharger
False,Best Western Plus Sidney Lodge645 Cabela Drive,,Sidney,NE,Sidney Supercharger,69162-3047,-102.949669,41.11549,8,available 24/7,150,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/sidneysupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/dc983728230
False,Stagecoach Hotel and Casino900 Hwy 95 N,,Beatty,NV,"Beatty, NV Supercharger",89003,-116.754463,36.913695,8,available 24/7,150,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/beattysupercharger
True,,,Carlin,NV,,,,,,,,,http://tesla.com/findus/location/supercharger/CarlinNVSupercharger
False,Elko Junction Shopping Center2755 Mountain City Highway,,Elko,NV,Elko Supercharger,89801-2414,-115.790859,40.836301,6,available 24/7,150,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/elkonvsupercharger
True,,,Ely,NV,,,,,,,,,http://tesla.com/findus/location/supercharger/ElyNVSupercharger
False,Topaz Lodge1979 US 395,,Gardnerville,NV,Gardnerville Supercharger,89410-7081,-119.548525,38.696385,6,available 24/7,150,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/gardnervillesupercharger
False,Golden Gate Petroleum705 Hwy 362,,Hawthorne,NV,Hawthorne Supercharger,89415,-118.62308,38.533939,8,available 24/7,150,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/hawthornesupercharger
True,,,Henderson,NV,,,,,,,,,http://tesla.com/findus/location/supercharger/HendersonNVSupercharger
False,Railroad Pass Hotel and Casino Travel Center2800 S Boulder Hwy,,Henderson,NV,"Henderson, NV Supercharger",89002-9346,-114.910711,35.970888,12,available 24/7,150,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/hendersonsupercharger
False,Incline Village Shopping Center930 Tahoe Boulevard,,Incline Village,NV,"Incline Village, NV Supercharger",89451,-119.948953,39.250792,10,available 24/7,150,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/inclinevillagesupercharger
False,Town Square Las Vegas6509 S Las Vegas Blvd.,,Las Vegas,NV,Las Vegas Blvd South Supercharger,89119-3240,-115.172895,36.070704,10,available 24/7,150,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/lasvegasblvdsouthsupercharger
False,3250  East Sahara Avenue,,Las Vegas,NV,"Las Vegas, NV - East Sahara Avenue Supercharger",89104,-115.102638,36.145062,12,available 24/7,250,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/lasvegasnveastsaharaavesupercharger
False,Las Vegas North Premium Outlets875 South Grand Central Parkway,,Las Vegas,NV,"Las Vegas, NV - Grand Central Parkway Supercharger",89106,-115.158991,36.166026,8,available 24/7,250,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/lasvegasnvgrandcentralparkwaysupercharger
False,The Linq Promenade3545 S Las Vegas Blvd,,Las Vegas,NV,"Las Vegas, NV - Linq High Roller Supercharger",89109,-115.168277,36.116648,not available,not available,not available,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/lasvegaslinqsupercharger
False,McCarran Marketplace5825  South Eastern Avenue,,Las Vegas,NV,"Las Vegas, NV - South Eastern Avenue Supercharger",89119,-115.120163,36.083017,12,available 24/7,250,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/LasVegasNVSupercharger221
False,Tivoli Village400 South Rampart Boulevard,,Las Vegas,NV,"Las Vegas, NV - Tivoli Village Supercharger",89145,-115.286631,36.168822,"2,6","available 24/7,available 24/7","150,72","restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/lasvegastivolisupercharger
False,701 Bridger Ave,,Las Vegas,NV,"Las Vegas, NV Supercharger",89101-5554,-115.138655,36.165906,6,available 24/7,150,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/lasvegassupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/lasvegas3250
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/lasvegaswsaharaave
False,,,,NV,Lovelock Supercharger,not available,-118.472135,40.179476,not available,not available,not available,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/lovelocknvsupercharger
False,,,,NV,"Mesquite, NV - Mesa Boulevard",not available,-114.063708,36.816383,not available,not available,not available,"restaurants,shopping,lodging,beverage,restrooms",http://tesla.com/findus/location/supercharger/MesquiteNVQ322
False,950 West Mesquite Boulevard,,Mesquite,NV,"Mesquite, NV Supercharger",89027,-114.099784,36.802716,12,available 24/7,250,"restaurants,lodging,restrooms",http://tesla.com/findus/location/supercharger/MesquiteNVSupercharger
False,,,,NV,"Primm, NV Supercharger",not available,-115.388014,35.610678,not available,not available,not available,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/primmnvsupercharger
False,The Atlantis Casino Resort Spa3800 S Virginia St.,,Reno,NV,Reno Supercharger,89502-6005,-119.794179,39.489732,6,available 24/7,150,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/renovirginiastsupercharger
True,,,Reno,NV,,,,,,,,,http://tesla.com/findus/location/supercharger/RenoNVQ322
False,Eldorado Resort Casino Reno375 N Sierra Street,,Reno,NV,"Reno, NV - North Sierra Street Supercharger",89503,-119.815325,39.528639,16,available 24/7,250,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/renonsierrasupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/renovrginastreetservice
True,,,Sparks,NV,,,,,,,,,http://tesla.com/findus/location/supercharger/SparksNVQ322
False,Hard Rock Hotel & Casino50 US-50,,Stateline,NV,Stateline Supercharger,89449,-119.940516,38.963432,14,available 24/7,150,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/statelinenvsupercharger
False,,,,NV,Tonopah Supercharger,not available,-117.232243,38.069801,not available,not available,not available,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/tonopahsupercharger
False,TA Petro1440 6th Street,,Wells,NV,"Wells, NV Supercharger",89835,-114.956743,41.101277,8,available 24/7,250,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/wellsnvsupercharger
False,Peppermill Hotel & Casino810 W Wendover Blvd.,,West Wendover,NV,West Wendover Supercharger,89883,-114.058998,40.738399,6,available 24/7,150,"restaurants,wifi,lodging,beverage,restrooms",http://tesla.com/findus/location/supercharger/westwendovernvsupercharger
False,Pete's Gambling Hall1985 W Winnemucca Blvd.,,Winnemucca,NV,"Winnemucca, NV Supercharger",89445-3649,-117.746501,40.958869,"4,4","available 24/7,available 24/7","250,150","restaurants,wifi,lodging,beverage,restrooms",http://tesla.com/findus/location/supercharger/winnemuccanvsupercharger
False,,,,NH,"Ashland, NH Supercharger",not available,-71.640125,43.69811,not available,not available,not available,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/ashlandnhsupercharger
False,Concord Crossing11  Merchants Way,,Concord,NH,"Concord, NH Supercharger",03303,-71.5799,43.2883,12,available 24/7,250,"shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/ConcordNHSupercharger
False,Hooksett Travel PlazaHooksett Travel Plaza Northbound I-93,,Hooksett,NH,Hooksett (Northbound) Supercharger,03106-1321,-71.475065,43.11007,10,available 24/7,150,"restaurants,restrooms",http://tesla.com/findus/location/supercharger/hooksettnbsupercharger
False,Hooksett Travel PlazaHooksett Travel Plaza Southbound I-93,,Hooksett,NH,Hooksett (Southbound) Supercharger,3106,-71.477768,43.109066,12,available 24/7,150,"restaurants,restrooms",http://tesla.com/findus/location/supercharger/hooksettsbnhsupercharger
False,Riverwalk at Loon Mountain22 South Mountain,,Lincoln,NH,Lincoln Supercharger,3251,-71.66745,44.042484,6,available 24/7,150,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/lincolnnhsupercharger
False,Circle K81 NH-25,,Meredith,NH,"Meredith, NH Supercharger",03253,-71.494162,43.6615,6,available 24/7,250,"beverage,restrooms",http://tesla.com/findus/location/supercharger/MeredithNHsupercharger
False,Mountain Valley Mall32  Mountain Valley Boulevard,,North Conway,NH,"North Conway, NH Supercharger",03860,-71.11367,44.020274,8,available 24/7,250,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/NorthConwayNHsupercharger
True,,,Portsmouth,NH,,,,,,,,,http://tesla.com/findus/location/supercharger/PortsmouthNHQ322
False,Hannaford Supermarket290 North Main Street,,Rochester,NH,"Rochester, NH Supercharger",03867,-70.99342,43.31064,8,available 24/7,150,"restaurants,restrooms",http://tesla.com/findus/location/supercharger/rochesternhsupercharger
False,Seabrook Commons700 Lafayette Road,,Seabrook,NH,Seabrook Supercharger,03874-6202,-70.869299,42.895248,8,available 24/7,150,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/seabrooksupercharger
True,,,Thornton,NH,,,,,,,,,http://tesla.com/findus/location/supercharger/ThorntonNHSupercharger
False,,,,NH,"Tilton, NH Supercharger",not available,-71.5646,43.455223,not available,not available,not available,"restaurants,wifi,beverage,restrooms",http://tesla.com/findus/location/supercharger/TiltonNHsupercharger
False,Valley Square Shopping Center285 N. Plainfield Road,,West Lebanon,NH,"West Lebanon, NH Supercharger",03784-2029,-72.3258949,43.623536,"8,8","available 24/7,available 24/7","250,150","restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/westlebanonsupercharger
False,Wawa930  US-1,,Avenel,NJ,"Avenel, NJ Supercharger",07001,-74.2874766,40.5770308,12,available 24/7,250,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/AvenelNJSupercharger
False,Wawa945 West Bay Avenue,,Barnegat,NJ,"Barnegat, NJ Supercharger",08005,-74.253456,39.759444,8,available 24/7,150,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/barnegattownshipnjsupercharger
False,Dewey Meadow Shopping Center415 King George Road,,Basking Ridge,NJ,"Basking Ridge, NJ Supercharger",07920,-74.52935,40.655365,8,available 24/7,150,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/baskingridgesupercharger
False,Boonton ACME Shopping Center550 Myrtle Avenue,,Boonton,NJ,"Boonton, NJ Supercharger",07005,-74.397715,40.90755,10,available 24/7,150,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/boontonnjsupercharger
False,,,,NJ,"Bridgewater, NJ",not available,not available,not available,not available,not available,not available,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/BridgewaterNJsupercharger
False,Wawa2060 US-130,,Burlington,NJ,"Burlington, NJ Supercharger",08016-0000,-74.793363,40.101817,8,available 24/7,150,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/burlingtonnjsupercharger
False,Plaza at Cape May Courthouse11 Court House South Dennis Road,,Cape May Court House,NJ,"Cape May Court House, NJ Supercharger",08210,-74.821792,39.088405,12,available 24/7,150,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/capemaynjsupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/njcherryhill
False,"Cherry Hill, NJ - Haddonfield Road904 Haddonfield Road",,Cherry Hill,NJ,"Cherry Hill, NJ - Haddonfield Road Supercharger",08002,-75.00344,39.885189,8,available 24/7,250,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/cherryhillnjhaddonfieldroadsupercharger
False,Walt Whitman Travel Plaza700 (Mile Market 30.2) NJ Turnpike,,Cherry Hill,NJ,"Cherry Hill, NJ - Walt Whitman",08034,-75.03243593,39.92584959,8,available 24/7,250,"restaurants,beverage,restrooms",http://tesla.com/findus/location/supercharger/cherryhillnjsupercharger
False,Wawa548 Monmouth Road,,Clarksburg,NJ,"Clarksburg, NJ Supercharger",08510,-74.430077,40.157732,8,available 24/7,250,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/clarksburgnjsupercharger
False,Delaware Water Gap Travel Plaza19 Simpson Road,,Columbia,NJ,"Columbia, NJ Supercharger",07832,-75.10115682,40.93381498,8,available 24/7,250,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/ColumbiaNJsupercharger
False,Molly Pitcher Service AreaMile Marker 71.7 New Jersey Turnpike,,Cranbury,NJ,Cranbury Supercharger,8512,-74.4869,40.32244,8,available 24/7,250,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/cranburysupercharger
False,QuickChek370 North Avenue East,,Cranford,NJ,"Cranford, NJ Supercharger",07016,-74.288222,40.6582451,12,available 24/7,250,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/CranfordNJSupercharger
False,Deptford Mall1750 Deptford Center Road,,Deptford,NJ,"Deptford, NJ Supercharger",08096,-75.097916,39.833479,12,available 24/7,150,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/deptfordnjsupercharger
False,Joyce Kilmer Service AreaMile Marker 78 New Jersey Turnpike North,,East Brunswick,NJ,East Brunswick Supercharger,8816,-74.444713,40.415938,8,available 24/7,250,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/eastbrunswicksupercharger
False,Brunswick Square755 State Route 18,,East Brunswick,NJ,"East Brunswick, NJ - State Route 18 Supercharger",08816,-74.379906,40.424158,16,available 24/7,150,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/eastbrunswickstateroute18supercharger
True,,,East Rutherford,NJ,,,,,,,,,http://tesla.com/findus/location/supercharger/EastRutherfordNJSupercharger
True,,,Edison,NJ,,,,,,,,,http://tesla.com/findus/location/supercharger/EdisonNJSupercharger2
False,Menlo Park Mall55 Parsonage Rd.,,Edison,NJ,"Edison, NJ Supercharger",08837-2480,-74.334113,40.544595,8,available 24/7,150,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/edisonsupercharger
False,JR's Fresh Market3121 Fire Road,,Egg Harbor Township,NJ,Egg Harbor Township Supercharger,08234-9619,-74.562619,39.393663,8,available 24/7,150,restaurants,http://tesla.com/findus/location/supercharger/eggharbortownsupercharger
False,,,,NJ,"Elizabeth, NJ Supercharger",not available,-74.17379,40.662915,not available,not available,not available,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/elizabethnjsupercharger
False,"Elwood, NJMilepost 21.3 on the Atlantic City Expressway",,Elwood,NJ,"Elwood, NJ Supercharger",08217,-74.734353,39.550064,8,available 24/7,250,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/ElwoodNJSupercharger
False,,,,NJ,"Flemington, NJ Supercharger",not available,-74.851643,40.504948,not available,not available,not available,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/FlemingtonNJsupercharger
False,Wawa909 Route 33,,Freehold,NJ,"Freehold, NJ Supercharger",07728,-74.227693,40.238574,8,available 24/7,250,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/freeholdnjsupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/gardenstateplaza
True,,,Hackensack,NJ,,,,,,,,,http://tesla.com/findus/location/supercharger/HackensackNJsupercharger
False,Hamilton Marketplace425 Market Place Blvd,,Hamilton Township,NJ,Hamilton Township Supercharger,08691-2110,-74.641375,40.195539,6,available 24/7,150,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/hamiltontownshipnjsupercharger
True,,,Hamilton Township,NJ,,,,,,,,,http://tesla.com/findus/location/supercharger/HamiltonTownshipNJQ322
False,"Richard Stockton Travel PlazaNew Jersey Turnpike, Post 58.7 South",,Hamilton Township,NJ,"Hamilton, NJ-Woodrow Wilson Supercharger",08620,-74.630205,40.175837,8,available 24/7,250,not available,http://tesla.com/findus/location/supercharger/hamiltonnjwoodrowwilsonsupercharger
True,,,Howell Township,NJ,,,,,,,,,http://tesla.com/findus/location/supercharger/HowellTownshipNJQ322
False,Newport Centre30 Mall Drive West,,Jersey City,NJ,"Jersey City, NJ - Mall Drive West Supercharger",07310-1615,-74.039834,40.727344,20,available 24/7,72,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/jerseycitymalldrsupercharger
False,The Oakman160 First Street,,Jersey City,NJ,"Jersey City, NJ – 1st Street Supercharger",7302,-74.040469,40.721595,6,available 24/7,150,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/jerseycitynjsupercharger
False,Wawa200 Harrison Avenue,,Kearny,NJ,"Kearny, NJ Supercharger",07032,-74.135578,40.749014,8,available 24/7,150,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/kearnysupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/lawrencetownshipprinceton
True,,,Little Ferry,NJ,,,,,,,,,http://tesla.com/findus/location/supercharger/LittleFerryNJQ322
False,Wawa150 Essex St,,Lodi,NJ,"Lodi, NJ Supercharger",07644,-74.07254084,40.89150205,8,available 24/7,250,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/LodiNJsupercharger
True,,,Mahwah,NJ,,,,,,,,,http://tesla.com/findus/location/supercharger/MahwahNJsupercharger
False,"Malaga, NJ450 Delsea Drive",,Malaga,NJ,"Malaga, NJ Supercharger",08328,-75.05272189,39.5723726,8,available 24/7,250,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/malaganjsupercharger
True,,,Manahawkin,NJ,,,,,,,,,http://tesla.com/findus/location/supercharger/ManahawkinNJQ322
False,Wawa2801 Route 73,,Maple Shade,NJ,"Maple Shade, NJ Supercharger",08052,-74.970052,39.937074,8,available 24/7,250,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/mapleshadenjsupercharger
False,The Promenade at Sagemore500 NJ-73,,Marlton,NJ,"Marlton, NJ Supercharger",08053,-74.918512,39.877502,12,available 24/7,150,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/marltonnjsupercharger
False,WawaRoute 33 & Butcher Road,,Monroe Township,NJ,"Monroe Township, NJ Supercharger",08831,-74.4707708,40.2662871,8,available 24/7,250,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/MonroeTownshipNJSupercharger
False,Richard Stockton Service Area1400 NJ Turnpike,,Mount Laurel Township,NJ,"Mount Laurel, NJ - James Fenimore Supercharger",08054,-74.887083,39.980716,8,available 24/7,250,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/MountLaurelNJsupercharger
True,,,Newark,NJ,,,,,,,,,http://tesla.com/findus/location/supercharger/NewarkNJSupercharger
True,,,North Bergen,NJ,,,,,,,,,http://tesla.com/findus/location/supercharger/NorthBergenNJQ322
False,MainStreetNB191 Grand Avenue,,North Brunswick,NJ,"North Brunswick, NJ Supercharger",08902,-74.504514,40.439674,10,available 24/7,150,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/northbrunswicksupercharger
False,Wawa1453 Route 18 South,,Old Bridge,NJ,"Old Bridge, NJ Supercharger",08853,-74.339509,40.390666,8,available 24/7,250,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/OldBridgeNJSupercharger
False,Tesla Service Center Paramus530 Route 17 N,,Paramus,NJ,Paramus-Route 17,07652-3006,-74.074191,40.957479,8,available 24/7,150,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/route17
False,Wawa350 New Road,,Parsippany,NJ,"Parsippany, NJ Supercharger",07054,-74.351359,40.849718,8,available 24/7,150,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/parsippanysupercharger
False,Wawa51 Berkley Road,,Paulsboro,NJ,"Paulsboro, NJ Supercharger",08066,-75.240969,39.821606,8,available 24/7,150,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/paulsboronjsupercharger
False,John Fenwick Travel PlazaNew Jersey Tpke Mile Marker 5.4,,Pedricktown,NJ,"Pedricktown, NJ - Clara Barton Supercharger",08067,-75.397722,39.697722,8,available 24/7,250,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/pedricktownnjclarabartonsupercharger
False,Clara Barton Travel PlazaN Stumpy Rd,,Pedricktown,NJ,"Pedricktown, NJ - John Fenwick Supercharger",08067,-75.395194,39.695806,8,available 24/7,250,"restaurants,shopping,beverage",http://tesla.com/findus/location/supercharger/PedricktownNJsupercharger
True,,,Perth Amboy,NJ,,,,,,,,,http://tesla.com/findus/location/supercharger/PerthAmboyNJQ322
True,,,Pompton Lakes,NJ,,,,,,,,,http://tesla.com/findus/location/supercharger/PomptonLakesNJsupercharger
False,QuickChek315 Robbinsville-Allentown Road,,Robbinsville,NJ,"Robbinsville, NJ Supercharger",08691,-74.594546,40.193806,8,available 24/7,150,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/robbinsvillesupercharger
False,Rockaway Town Plaza395 Mount Hope Avenue,,Rockaway,NJ,"Rockaway, NJ Supercharger",07866,-74.55736,40.908505,12,available 24/7,150,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/rockawaynjsupercharger
True,,,South Amboy,NJ,,,,,,,,,http://tesla.com/findus/location/supercharger/SouthAmboyNJsupercharger
False,,,,NJ,"South River, NJ",not available,-74.4011412,40.4614748,not available,not available,not available,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/SouthRiverNJSupercharger
